Date,CountryRegion,ProvinceState,CumulativeConfirmed,DailyConfirmed,CumulativeDeaths,DailyDeaths
2/16/2020,Mongolia,,0,0,0,0
2/17/2020,Mongolia,,0,0,0,0
2/18/2020,Mongolia,,0,0,0,0
2/19/2020,Mongolia,,0,0,0,0
2/20/2020,Mongolia,,0,0,0,0
2/21/2020,Mongolia,,0,0,0,0
2/22/2020,Mongolia,,0,0,0,0
2/23/2020,Mongolia,,0,0,0,0
2/24/2020,Mongolia,,0,0,0,0
2/25/2020,Mongolia,,0,0,0,0
2/26/2020,Mongolia,,0,0,0,0
2/27/2020,Mongolia,,0,0,0,0
2/28/2020,Mongolia,,0,0,0,0
2/29/2020,Mongolia,,0,0,0,0
3/1/2020,Mongolia,,0,0,0,0
3/2/2020,Mongolia,,0,0,0,0
3/3/2020,Mongolia,,0,0,0,0
3/4/2020,Mongolia,,0,0,0,0
3/5/2020,Mongolia,,0,0,0,0
3/6/2020,Mongolia,,0,0,0,0
3/7/2020,Mongolia,,0,0,0,0
3/8/2020,Mongolia,,0,0,0,0
3/9/2020,Mongolia,,0,0,0,0
3/10/2020,Mongolia,,1,1,0,0
3/11/2020,Mongolia,,1,0,0,0
3/12/2020,Mongolia,,1,0,0,0
3/13/2020,Mongolia,,1,0,0,0
3/14/2020,Mongolia,,1,0,0,0
3/15/2020,Mongolia,,1,0,0,0
3/16/2020,Mongolia,,1,0,0,0
3/17/2020,Mongolia,,5,4,0,0
3/18/2020,Mongolia,,6,1,0,0
3/19/2020,Mongolia,,6,0,0,0
3/20/2020,Mongolia,,6,0,0,0
3/21/2020,Mongolia,,10,4,0,0
3/22/2020,Mongolia,,10,0,0,0
3/23/2020,Mongolia,,10,0,0,0
3/24/2020,Mongolia,,10,0,0,0
3/25/2020,Mongolia,,10,0,0,0
3/26/2020,Mongolia,,11,1,0,0
1/22/2020,Montenegro,,0,0,0,0
1/23/2020,Montenegro,,0,0,0,0
1/24/2020,Montenegro,,0,0,0,0
1/25/2020,Montenegro,,0,0,0,0
1/26/2020,Montenegro,,0,0,0,0
1/27/2020,Montenegro,,0,0,0,0
1/28/2020,Montenegro,,0,0,0,0
1/29/2020,Montenegro,,0,0,0,0
1/30/2020,Montenegro,,0,0,0,0
1/31/2020,Montenegro,,0,0,0,0
2/1/2020,Montenegro,,0,0,0,0
2/2/2020,Montenegro,,0,0,0,0
2/3/2020,Montenegro,,0,0,0,0
2/4/2020,Montenegro,,0,0,0,0
2/5/2020,Montenegro,,0,0,0,0
2/6/2020,Montenegro,,0,0,0,0
2/7/2020,Montenegro,,0,0,0,0
2/8/2020,Montenegro,,0,0,0,0
2/9/2020,Montenegro,,0,0,0,0
2/10/2020,Montenegro,,0,0,0,0
2/11/2020,Montenegro,,0,0,0,0
2/12/2020,Montenegro,,0,0,0,0
2/13/2020,Montenegro,,0,0,0,0
2/14/2020,Montenegro,,0,0,0,0
2/15/2020,Montenegro,,0,0,0,0
2/16/2020,Montenegro,,0,0,0,0
2/17/2020,Montenegro,,0,0,0,0
2/18/2020,Montenegro,,0,0,0,0
2/19/2020,Montenegro,,0,0,0,0
2/20/2020,Montenegro,,0,0,0,0
2/21/2020,Montenegro,,0,0,0,0
2/22/2020,Montenegro,,0,0,0,0
2/23/2020,Montenegro,,0,0,0,0
2/24/2020,Montenegro,,0,0,0,0
2/25/2020,Montenegro,,0,0,0,0
2/26/2020,Montenegro,,0,0,0,0
2/27/2020,Montenegro,,0,0,0,0
2/28/2020,Montenegro,,0,0,0,0
2/29/2020,Montenegro,,0,0,0,0
3/1/2020,Montenegro,,0,0,0,0
3/2/2020,Montenegro,,0,0,0,0
3/3/2020,Montenegro,,0,0,0,0
3/4/2020,Montenegro,,0,0,0,0
3/5/2020,Montenegro,,0,0,0,0
3/6/2020,Montenegro,,0,0,0,0
3/7/2020,Montenegro,,0,0,0,0
3/8/2020,Montenegro,,0,0,0,0
3/9/2020,Montenegro,,0,0,0,0
3/10/2020,Montenegro,,0,0,0,0
3/11/2020,Montenegro,,0,0,0,0
3/12/2020,Montenegro,,0,0,0,0
3/13/2020,Montenegro,,0,0,0,0
3/14/2020,Montenegro,,0,0,0,0
3/15/2020,Montenegro,,0,0,0,0
3/16/2020,Montenegro,,0,0,0,0
3/17/2020,Montenegro,,2,2,0,0
3/18/2020,Montenegro,,1,0,0,0
3/19/2020,Montenegro,,3,2,0,0
3/20/2020,Montenegro,,14,11,0,0
3/21/2020,Montenegro,,14,0,0,0
3/22/2020,Montenegro,,21,7,0,0
3/23/2020,Montenegro,,27,6,1,1
3/24/2020,Montenegro,,47,20,1,0
3/25/2020,Montenegro,,52,5,1,0
3/26/2020,Montenegro,,69,17,1,0
1/22/2020,Morocco,,0,0,0,0
1/23/2020,Morocco,,0,0,0,0
1/24/2020,Morocco,,0,0,0,0
1/25/2020,Morocco,,0,0,0,0
1/26/2020,Morocco,,0,0,0,0
1/27/2020,Morocco,,0,0,0,0
1/28/2020,Morocco,,0,0,0,0
1/29/2020,Morocco,,0,0,0,0
1/30/2020,Morocco,,0,0,0,0
1/31/2020,Morocco,,0,0,0,0
2/1/2020,Morocco,,0,0,0,0
2/2/2020,Morocco,,0,0,0,0
2/3/2020,Morocco,,0,0,0,0
2/4/2020,Morocco,,0,0,0,0
2/5/2020,Morocco,,0,0,0,0
2/6/2020,Morocco,,0,0,0,0
2/7/2020,Morocco,,0,0,0,0
2/8/2020,Morocco,,0,0,0,0
2/9/2020,Morocco,,0,0,0,0
2/10/2020,Morocco,,0,0,0,0
2/11/2020,Morocco,,0,0,0,0
2/12/2020,Morocco,,0,0,0,0
2/13/2020,Morocco,,0,0,0,0
2/14/2020,Morocco,,0,0,0,0
2/15/2020,Morocco,,0,0,0,0
2/16/2020,Morocco,,0,0,0,0
2/17/2020,Morocco,,0,0,0,0
2/18/2020,Morocco,,0,0,0,0
2/19/2020,Morocco,,0,0,0,0
2/20/2020,Morocco,,0,0,0,0
2/21/2020,Morocco,,0,0,0,0
2/22/2020,Morocco,,0,0,0,0
2/23/2020,Morocco,,0,0,0,0
2/24/2020,Morocco,,0,0,0,0
2/25/2020,Morocco,,0,0,0,0
2/26/2020,Morocco,,0,0,0,0
2/27/2020,Morocco,,0,0,0,0
2/28/2020,Morocco,,0,0,0,0
2/29/2020,Morocco,,0,0,0,0
3/1/2020,Morocco,,0,0,0,0
3/2/2020,Morocco,,1,1,0,0
3/3/2020,Morocco,,1,0,0,0
3/4/2020,Morocco,,1,0,0,0
3/5/2020,Morocco,,2,1,0,0
3/6/2020,Morocco,,2,0,0,0
3/7/2020,Morocco,,2,0,0,0
3/8/2020,Morocco,,2,0,0,0
3/9/2020,Morocco,,2,0,0,0
3/10/2020,Morocco,,3,1,1,1
3/11/2020,Morocco,,5,2,1,0
3/12/2020,Morocco,,6,1,1,0
3/13/2020,Morocco,,7,1,1,0
3/14/2020,Morocco,,17,10,1,0
3/15/2020,Morocco,,28,11,1,0
3/16/2020,Morocco,,29,1,1,0
3/17/2020,Morocco,,38,9,2,1
3/18/2020,Morocco,,49,11,2,0
3/19/2020,Morocco,,63,14,2,0
3/20/2020,Morocco,,77,14,3,1
3/21/2020,Morocco,,96,19,3,0
3/22/2020,Morocco,,115,19,4,1
3/23/2020,Morocco,,143,28,4,0
3/24/2020,Morocco,,170,27,5,1
3/25/2020,Morocco,,225,55,6,1
3/26/2020,Morocco,,275,50,11,5
1/22/2020,Mozambique,,0,0,0,0
1/23/2020,Mozambique,,0,0,0,0
1/24/2020,Mozambique,,0,0,0,0
1/25/2020,Mozambique,,0,0,0,0
1/26/2020,Mozambique,,0,0,0,0
1/27/2020,Mozambique,,0,0,0,0
1/28/2020,Mozambique,,0,0,0,0
1/29/2020,Mozambique,,0,0,0,0
1/30/2020,Mozambique,,0,0,0,0
1/31/2020,Mozambique,,0,0,0,0
2/1/2020,Mozambique,,0,0,0,0
2/2/2020,Mozambique,,0,0,0,0
2/3/2020,Mozambique,,0,0,0,0
2/4/2020,Mozambique,,0,0,0,0
2/5/2020,Mozambique,,0,0,0,0
2/6/2020,Mozambique,,0,0,0,0
2/7/2020,Mozambique,,0,0,0,0
2/8/2020,Mozambique,,0,0,0,0
2/9/2020,Mozambique,,0,0,0,0
2/10/2020,Mozambique,,0,0,0,0
2/11/2020,Mozambique,,0,0,0,0
2/12/2020,Mozambique,,0,0,0,0
2/13/2020,Mozambique,,0,0,0,0
2/14/2020,Mozambique,,0,0,0,0
2/15/2020,Mozambique,,0,0,0,0
2/16/2020,Mozambique,,0,0,0,0
2/17/2020,Mozambique,,0,0,0,0
2/18/2020,Mozambique,,0,0,0,0
2/19/2020,Mozambique,,0,0,0,0
2/20/2020,Mozambique,,0,0,0,0
2/21/2020,Mozambique,,0,0,0,0
2/22/2020,Mozambique,,0,0,0,0
2/23/2020,Mozambique,,0,0,0,0
2/24/2020,Mozambique,,0,0,0,0
2/25/2020,Mozambique,,0,0,0,0
2/26/2020,Mozambique,,0,0,0,0
2/27/2020,Mozambique,,0,0,0,0
2/28/2020,Mozambique,,0,0,0,0
2/29/2020,Mozambique,,0,0,0,0
3/1/2020,Mozambique,,0,0,0,0
3/2/2020,Mozambique,,0,0,0,0
3/3/2020,Mozambique,,0,0,0,0
3/4/2020,Mozambique,,0,0,0,0
3/5/2020,Mozambique,,0,0,0,0
3/6/2020,Mozambique,,0,0,0,0
3/7/2020,Mozambique,,0,0,0,0
3/8/2020,Mozambique,,0,0,0,0
3/9/2020,Mozambique,,0,0,0,0
3/10/2020,Mozambique,,0,0,0,0
3/11/2020,Mozambique,,0,0,0,0
3/12/2020,Mozambique,,0,0,0,0
3/13/2020,Mozambique,,0,0,0,0
3/14/2020,Mozambique,,0,0,0,0
3/15/2020,Mozambique,,0,0,0,0
3/16/2020,Mozambique,,0,0,0,0
3/17/2020,Mozambique,,0,0,0,0
3/18/2020,Mozambique,,0,0,0,0
3/19/2020,Mozambique,,0,0,0,0
3/20/2020,Mozambique,,0,0,0,0
3/21/2020,Mozambique,,0,0,0,0
3/22/2020,Mozambique,,1,1,0,0
3/23/2020,Mozambique,,1,0,0,0
3/24/2020,Mozambique,,3,2,0,0
3/25/2020,Mozambique,,5,2,0,0
3/26/2020,Mozambique,,7,2,0,0
1/22/2020,Namibia,,0,0,0,0
1/23/2020,Namibia,,0,0,0,0
1/24/2020,Namibia,,0,0,0,0
1/25/2020,Namibia,,0,0,0,0
1/26/2020,Namibia,,0,0,0,0
1/27/2020,Namibia,,0,0,0,0
1/28/2020,Namibia,,0,0,0,0
1/29/2020,Namibia,,0,0,0,0
1/30/2020,Namibia,,0,0,0,0
1/31/2020,Namibia,,0,0,0,0
2/1/2020,Namibia,,0,0,0,0
2/2/2020,Namibia,,0,0,0,0
2/3/2020,Namibia,,0,0,0,0
2/4/2020,Namibia,,0,0,0,0
2/5/2020,Namibia,,0,0,0,0
2/6/2020,Namibia,,0,0,0,0
2/7/2020,Namibia,,0,0,0,0
2/8/2020,Namibia,,0,0,0,0
2/9/2020,Namibia,,0,0,0,0
2/10/2020,Namibia,,0,0,0,0
2/11/2020,Namibia,,0,0,0,0
2/12/2020,Namibia,,0,0,0,0
2/13/2020,Namibia,,0,0,0,0
2/14/2020,Namibia,,0,0,0,0
2/15/2020,Namibia,,0,0,0,0
2/16/2020,Namibia,,0,0,0,0
2/17/2020,Namibia,,0,0,0,0
2/18/2020,Namibia,,0,0,0,0
2/19/2020,Namibia,,0,0,0,0
2/20/2020,Namibia,,0,0,0,0
2/21/2020,Namibia,,0,0,0,0
2/22/2020,Namibia,,0,0,0,0
2/23/2020,Namibia,,0,0,0,0
2/24/2020,Namibia,,0,0,0,0
2/25/2020,Namibia,,0,0,0,0
2/26/2020,Namibia,,0,0,0,0
2/27/2020,Namibia,,0,0,0,0
2/28/2020,Namibia,,0,0,0,0
2/29/2020,Namibia,,0,0,0,0
3/1/2020,Namibia,,0,0,0,0
3/2/2020,Namibia,,0,0,0,0
3/3/2020,Namibia,,0,0,0,0
3/4/2020,Namibia,,0,0,0,0
3/5/2020,Namibia,,0,0,0,0
3/6/2020,Namibia,,0,0,0,0
3/7/2020,Namibia,,0,0,0,0
3/8/2020,Namibia,,0,0,0,0
3/9/2020,Namibia,,0,0,0,0
3/10/2020,Namibia,,0,0,0,0
3/11/2020,Namibia,,0,0,0,0
3/12/2020,Namibia,,0,0,0,0
3/13/2020,Namibia,,0,0,0,0
3/14/2020,Namibia,,2,2,0,0
3/15/2020,Namibia,,2,0,0,0
3/16/2020,Namibia,,2,0,0,0
3/17/2020,Namibia,,2,0,0,0
3/18/2020,Namibia,,2,0,0,0
3/19/2020,Namibia,,3,1,0,0
3/20/2020,Namibia,,3,0,0,0
3/21/2020,Namibia,,3,0,0,0
3/22/2020,Namibia,,3,0,0,0
3/23/2020,Namibia,,4,1,0,0
3/24/2020,Namibia,,7,3,0,0
3/25/2020,Namibia,,7,0,0,0
3/26/2020,Namibia,,8,1,0,0
1/22/2020,Nepal,,0,0,0,0
1/23/2020,Nepal,,0,0,0,0
1/24/2020,Nepal,,0,0,0,0
1/25/2020,Nepal,,1,1,0,0
1/26/2020,Nepal,,1,0,0,0
1/27/2020,Nepal,,1,0,0,0
1/28/2020,Nepal,,1,0,0,0
1/29/2020,Nepal,,1,0,0,0
1/30/2020,Nepal,,1,0,0,0
1/31/2020,Nepal,,1,0,0,0
2/1/2020,Nepal,,1,0,0,0
2/2/2020,Nepal,,1,0,0,0
2/3/2020,Nepal,,1,0,0,0
2/4/2020,Nepal,,1,0,0,0
2/5/2020,Nepal,,1,0,0,0
2/6/2020,Nepal,,1,0,0,0
2/7/2020,Nepal,,1,0,0,0
2/8/2020,Nepal,,1,0,0,0
2/9/2020,Nepal,,1,0,0,0
2/10/2020,Nepal,,1,0,0,0
2/11/2020,Nepal,,1,0,0,0
2/12/2020,Nepal,,1,0,0,0
2/13/2020,Nepal,,1,0,0,0
2/14/2020,Nepal,,1,0,0,0
2/15/2020,Nepal,,1,0,0,0
2/16/2020,Nepal,,1,0,0,0
2/17/2020,Nepal,,1,0,0,0
2/18/2020,Nepal,,1,0,0,0
2/19/2020,Nepal,,1,0,0,0
2/20/2020,Nepal,,1,0,0,0
2/21/2020,Nepal,,1,0,0,0
2/22/2020,Nepal,,1,0,0,0
2/23/2020,Nepal,,1,0,0,0
2/24/2020,Nepal,,1,0,0,0
2/25/2020,Nepal,,1,0,0,0
2/26/2020,Nepal,,1,0,0,0
2/27/2020,Nepal,,1,0,0,0
2/28/2020,Nepal,,1,0,0,0
2/29/2020,Nepal,,1,0,0,0
3/1/2020,Nepal,,1,0,0,0
3/2/2020,Nepal,,1,0,0,0
3/3/2020,Nepal,,1,0,0,0
3/4/2020,Nepal,,1,0,0,0
3/5/2020,Nepal,,1,0,0,0
3/6/2020,Nepal,,1,0,0,0
3/7/2020,Nepal,,1,0,0,0
3/8/2020,Nepal,,1,0,0,0
3/9/2020,Nepal,,1,0,0,0
3/10/2020,Nepal,,1,0,0,0
3/11/2020,Nepal,,1,0,0,0
3/12/2020,Nepal,,1,0,0,0
3/13/2020,Nepal,,1,0,0,0
3/14/2020,Nepal,,1,0,0,0
3/15/2020,Nepal,,1,0,0,0
3/16/2020,Nepal,,1,0,0,0
3/17/2020,Nepal,,1,0,0,0
3/18/2020,Nepal,,1,0,0,0
3/19/2020,Nepal,,1,0,0,0
3/20/2020,Nepal,,1,0,0,0
3/21/2020,Nepal,,1,0,0,0
3/22/2020,Nepal,,2,1,0,0
3/23/2020,Nepal,,2,0,0,0
3/24/2020,Nepal,,2,0,0,0
3/25/2020,Nepal,,3,1,0,0
3/26/2020,Nepal,,3,0,0,0
1/22/2020,Netherlands,Aruba,0,0,0,0
1/23/2020,Netherlands,Aruba,0,0,0,0
1/24/2020,Netherlands,Aruba,0,0,0,0
1/25/2020,Netherlands,Aruba,0,0,0,0
1/26/2020,Netherlands,Aruba,0,0,0,0
1/27/2020,Netherlands,Aruba,0,0,0,0
1/28/2020,Netherlands,Aruba,0,0,0,0
1/29/2020,Netherlands,Aruba,0,0,0,0
1/30/2020,Netherlands,Aruba,0,0,0,0
1/31/2020,Netherlands,Aruba,0,0,0,0
2/1/2020,Netherlands,Aruba,0,0,0,0
2/2/2020,Netherlands,Aruba,0,0,0,0
2/3/2020,Netherlands,Aruba,0,0,0,0
2/4/2020,Netherlands,Aruba,0,0,0,0
2/5/2020,Netherlands,Aruba,0,0,0,0
2/6/2020,Netherlands,Aruba,0,0,0,0
2/7/2020,Netherlands,Aruba,0,0,0,0
2/8/2020,Netherlands,Aruba,0,0,0,0
2/9/2020,Netherlands,Aruba,0,0,0,0
2/10/2020,Netherlands,Aruba,0,0,0,0
2/11/2020,Netherlands,Aruba,0,0,0,0
2/12/2020,Netherlands,Aruba,0,0,0,0
2/13/2020,Netherlands,Aruba,0,0,0,0
2/14/2020,Netherlands,Aruba,0,0,0,0
2/15/2020,Netherlands,Aruba,0,0,0,0
2/16/2020,Netherlands,Aruba,0,0,0,0
2/17/2020,Netherlands,Aruba,0,0,0,0
2/18/2020,Netherlands,Aruba,0,0,0,0
2/19/2020,Netherlands,Aruba,0,0,0,0
2/20/2020,Netherlands,Aruba,0,0,0,0
2/21/2020,Netherlands,Aruba,0,0,0,0
2/22/2020,Netherlands,Aruba,0,0,0,0
2/23/2020,Netherlands,Aruba,0,0,0,0
2/24/2020,Netherlands,Aruba,0,0,0,0
2/25/2020,Netherlands,Aruba,0,0,0,0
2/26/2020,Netherlands,Aruba,0,0,0,0
2/27/2020,Netherlands,Aruba,0,0,0,0
2/28/2020,Netherlands,Aruba,0,0,0,0
2/29/2020,Netherlands,Aruba,0,0,0,0
3/1/2020,Netherlands,Aruba,0,0,0,0
3/2/2020,Netherlands,Aruba,0,0,0,0
3/3/2020,Netherlands,Aruba,0,0,0,0
3/4/2020,Netherlands,Aruba,0,0,0,0
3/5/2020,Netherlands,Aruba,0,0,0,0
3/6/2020,Netherlands,Aruba,0,0,0,0
3/7/2020,Netherlands,Aruba,0,0,0,0
3/8/2020,Netherlands,Aruba,0,0,0,0
3/9/2020,Netherlands,Aruba,0,0,0,0
3/10/2020,Netherlands,Aruba,0,0,0,0
3/11/2020,Netherlands,Aruba,0,0,0,0
3/12/2020,Netherlands,Aruba,0,0,0,0
3/13/2020,Netherlands,Aruba,2,2,0,0
3/14/2020,Netherlands,Aruba,2,0,0,0
3/15/2020,Netherlands,Aruba,2,0,0,0
3/16/2020,Netherlands,Aruba,2,0,0,0
3/17/2020,Netherlands,Aruba,3,1,0,0
3/18/2020,Netherlands,Aruba,4,1,0,0
3/19/2020,Netherlands,Aruba,4,0,0,0
3/20/2020,Netherlands,Aruba,5,1,0,0
3/21/2020,Netherlands,Aruba,5,0,0,0
3/22/2020,Netherlands,Aruba,8,3,0,0
3/23/2020,Netherlands,Aruba,9,1,0,0
3/24/2020,Netherlands,Aruba,12,3,0,0
3/25/2020,Netherlands,Aruba,17,5,0,0
3/26/2020,Netherlands,Aruba,28,11,0,0
1/22/2020,Netherlands,Curacao,0,0,0,0
1/23/2020,Netherlands,Curacao,0,0,0,0
1/24/2020,Netherlands,Curacao,0,0,0,0
1/25/2020,Netherlands,Curacao,0,0,0,0
1/26/2020,Netherlands,Curacao,0,0,0,0
1/27/2020,Netherlands,Curacao,0,0,0,0
1/28/2020,Netherlands,Curacao,0,0,0,0
1/29/2020,Netherlands,Curacao,0,0,0,0
1/30/2020,Netherlands,Curacao,0,0,0,0
1/31/2020,Netherlands,Curacao,0,0,0,0
2/1/2020,Netherlands,Curacao,0,0,0,0
2/2/2020,Netherlands,Curacao,0,0,0,0
2/3/2020,Netherlands,Curacao,0,0,0,0
2/4/2020,Netherlands,Curacao,0,0,0,0
2/5/2020,Netherlands,Curacao,0,0,0,0
2/6/2020,Netherlands,Curacao,0,0,0,0
2/7/2020,Netherlands,Curacao,0,0,0,0
2/8/2020,Netherlands,Curacao,0,0,0,0
2/9/2020,Netherlands,Curacao,0,0,0,0
2/10/2020,Netherlands,Curacao,0,0,0,0
2/11/2020,Netherlands,Curacao,0,0,0,0
2/12/2020,Netherlands,Curacao,0,0,0,0
2/13/2020,Netherlands,Curacao,0,0,0,0
2/14/2020,Netherlands,Curacao,0,0,0,0
2/15/2020,Netherlands,Curacao,0,0,0,0
2/16/2020,Netherlands,Curacao,0,0,0,0
2/17/2020,Netherlands,Curacao,0,0,0,0
2/18/2020,Netherlands,Curacao,0,0,0,0
2/19/2020,Netherlands,Curacao,0,0,0,0
2/20/2020,Netherlands,Curacao,0,0,0,0
2/21/2020,Netherlands,Curacao,0,0,0,0
2/22/2020,Netherlands,Curacao,0,0,0,0
2/23/2020,Netherlands,Curacao,0,0,0,0
2/24/2020,Netherlands,Curacao,0,0,0,0
2/25/2020,Netherlands,Curacao,0,0,0,0
2/26/2020,Netherlands,Curacao,0,0,0,0
2/27/2020,Netherlands,Curacao,0,0,0,0
2/28/2020,Netherlands,Curacao,0,0,0,0
2/29/2020,Netherlands,Curacao,0,0,0,0
3/1/2020,Netherlands,Curacao,0,0,0,0
3/2/2020,Netherlands,Curacao,0,0,0,0
3/3/2020,Netherlands,Curacao,0,0,0,0
3/4/2020,Netherlands,Curacao,0,0,0,0
3/5/2020,Netherlands,Curacao,0,0,0,0
3/6/2020,Netherlands,Curacao,0,0,0,0
3/7/2020,Netherlands,Curacao,0,0,0,0
3/8/2020,Netherlands,Curacao,0,0,0,0
3/9/2020,Netherlands,Curacao,0,0,0,0
3/10/2020,Netherlands,Curacao,0,0,0,0
3/11/2020,Netherlands,Curacao,0,0,0,0
3/12/2020,Netherlands,Curacao,0,0,0,0
3/13/2020,Netherlands,Curacao,0,0,0,0
3/14/2020,Netherlands,Curacao,1,1,0,0
3/15/2020,Netherlands,Curacao,1,0,0,0
3/16/2020,Netherlands,Curacao,1,0,0,0
3/17/2020,Netherlands,Curacao,3,2,0,0
3/18/2020,Netherlands,Curacao,3,0,0,0
3/19/2020,Netherlands,Curacao,3,0,1,1
3/20/2020,Netherlands,Curacao,3,0,1,0
3/21/2020,Netherlands,Curacao,3,0,1,0
3/22/2020,Netherlands,Curacao,3,0,1,0
3/23/2020,Netherlands,Curacao,4,1,1,0
3/24/2020,Netherlands,Curacao,6,2,1,0
3/25/2020,Netherlands,Curacao,6,0,1,0
3/26/2020,Netherlands,Curacao,6,0,1,0
1/22/2020,Netherlands,Sint Maarten,0,0,0,0
1/23/2020,Netherlands,Sint Maarten,0,0,0,0
1/24/2020,Netherlands,Sint Maarten,0,0,0,0
1/25/2020,Netherlands,Sint Maarten,0,0,0,0
1/26/2020,Netherlands,Sint Maarten,0,0,0,0
1/27/2020,Netherlands,Sint Maarten,0,0,0,0
1/28/2020,Netherlands,Sint Maarten,0,0,0,0
1/29/2020,Netherlands,Sint Maarten,0,0,0,0
1/30/2020,Netherlands,Sint Maarten,0,0,0,0
1/31/2020,Netherlands,Sint Maarten,0,0,0,0
2/1/2020,Netherlands,Sint Maarten,0,0,0,0
2/2/2020,Netherlands,Sint Maarten,0,0,0,0
2/3/2020,Netherlands,Sint Maarten,0,0,0,0
2/4/2020,Netherlands,Sint Maarten,0,0,0,0
2/5/2020,Netherlands,Sint Maarten,0,0,0,0
2/6/2020,Netherlands,Sint Maarten,0,0,0,0
2/7/2020,Netherlands,Sint Maarten,0,0,0,0
2/8/2020,Netherlands,Sint Maarten,0,0,0,0
2/9/2020,Netherlands,Sint Maarten,0,0,0,0
2/10/2020,Netherlands,Sint Maarten,0,0,0,0
2/11/2020,Netherlands,Sint Maarten,0,0,0,0
2/12/2020,Netherlands,Sint Maarten,0,0,0,0
2/13/2020,Netherlands,Sint Maarten,0,0,0,0
2/14/2020,Netherlands,Sint Maarten,0,0,0,0
2/15/2020,Netherlands,Sint Maarten,0,0,0,0
2/16/2020,Netherlands,Sint Maarten,0,0,0,0
2/17/2020,Netherlands,Sint Maarten,0,0,0,0
2/18/2020,Netherlands,Sint Maarten,0,0,0,0
2/19/2020,Netherlands,Sint Maarten,0,0,0,0
2/20/2020,Netherlands,Sint Maarten,0,0,0,0
2/21/2020,Netherlands,Sint Maarten,0,0,0,0
2/22/2020,Netherlands,Sint Maarten,0,0,0,0
2/23/2020,Netherlands,Sint Maarten,0,0,0,0
2/24/2020,Netherlands,Sint Maarten,0,0,0,0
2/25/2020,Netherlands,Sint Maarten,0,0,0,0
2/26/2020,Netherlands,Sint Maarten,0,0,0,0
2/27/2020,Netherlands,Sint Maarten,0,0,0,0
2/28/2020,Netherlands,Sint Maarten,0,0,0,0
2/29/2020,Netherlands,Sint Maarten,0,0,0,0
3/1/2020,Netherlands,Sint Maarten,0,0,0,0
3/2/2020,Netherlands,Sint Maarten,0,0,0,0
3/3/2020,Netherlands,Sint Maarten,0,0,0,0
3/4/2020,Netherlands,Sint Maarten,0,0,0,0
3/5/2020,Netherlands,Sint Maarten,0,0,0,0
3/6/2020,Netherlands,Sint Maarten,0,0,0,0
3/7/2020,Netherlands,Sint Maarten,0,0,0,0
3/8/2020,Netherlands,Sint Maarten,0,0,0,0
3/9/2020,Netherlands,Sint Maarten,0,0,0,0
3/10/2020,Netherlands,Sint Maarten,0,0,0,0
3/11/2020,Netherlands,Sint Maarten,0,0,0,0
3/12/2020,Netherlands,Sint Maarten,0,0,0,0
3/13/2020,Netherlands,Sint Maarten,0,0,0,0
3/14/2020,Netherlands,Sint Maarten,0,0,0,0
3/15/2020,Netherlands,Sint Maarten,0,0,0,0
3/16/2020,Netherlands,Sint Maarten,0,0,0,0
3/17/2020,Netherlands,Sint Maarten,0,0,0,0
3/18/2020,Netherlands,Sint Maarten,0,0,0,0
3/19/2020,Netherlands,Sint Maarten,0,0,0,0
3/20/2020,Netherlands,Sint Maarten,1,1,0,0
3/21/2020,Netherlands,Sint Maarten,1,0,0,0
3/22/2020,Netherlands,Sint Maarten,1,0,0,0
3/23/2020,Netherlands,Sint Maarten,2,1,0,0
3/24/2020,Netherlands,Sint Maarten,2,0,0,0
3/25/2020,Netherlands,Sint Maarten,3,1,0,0
3/26/2020,Netherlands,Sint Maarten,3,0,0,0
1/22/2020,Netherlands,,0,0,0,0
1/23/2020,Netherlands,,0,0,0,0
1/24/2020,Netherlands,,0,0,0,0
1/25/2020,Netherlands,,0,0,0,0
1/26/2020,Netherlands,,0,0,0,0
1/27/2020,Netherlands,,0,0,0,0
1/28/2020,Netherlands,,0,0,0,0
1/29/2020,Netherlands,,0,0,0,0
1/30/2020,Netherlands,,0,0,0,0
1/31/2020,Netherlands,,0,0,0,0
2/1/2020,Netherlands,,0,0,0,0
2/2/2020,Netherlands,,0,0,0,0
2/3/2020,Netherlands,,0,0,0,0
2/4/2020,Netherlands,,0,0,0,0
2/5/2020,Netherlands,,0,0,0,0
2/6/2020,Netherlands,,0,0,0,0
2/7/2020,Netherlands,,0,0,0,0
2/8/2020,Netherlands,,0,0,0,0
2/9/2020,Netherlands,,0,0,0,0
2/10/2020,Netherlands,,0,0,0,0
2/11/2020,Netherlands,,0,0,0,0
2/12/2020,Netherlands,,0,0,0,0
2/13/2020,Netherlands,,0,0,0,0
2/14/2020,Netherlands,,0,0,0,0
2/15/2020,Netherlands,,0,0,0,0
2/16/2020,Netherlands,,0,0,0,0
2/17/2020,Netherlands,,0,0,0,0
2/18/2020,Netherlands,,0,0,0,0
2/19/2020,Netherlands,,0,0,0,0
2/20/2020,Netherlands,,0,0,0,0
2/21/2020,Netherlands,,0,0,0,0
2/22/2020,Netherlands,,0,0,0,0
2/23/2020,Netherlands,,0,0,0,0
2/24/2020,Netherlands,,0,0,0,0
2/25/2020,Netherlands,,0,0,0,0
2/26/2020,Netherlands,,0,0,0,0
2/27/2020,Netherlands,,1,1,0,0
2/28/2020,Netherlands,,1,0,0,0
